driver_race,location,n_stops,county_population
White drivers,48141,5461.0,90677.0
Black drivers,48143,259.0,478.0
Hispanic drivers,48143,1668.0,5384.0
White drivers,48143,8226.0,25569.0
Black drivers,48145,634.0,3357.0
Hispanic drivers,48145,597.0,2760.0
White drivers,48145,2218.0,7777.0
Black drivers,48147,270.0,1961.0
Hispanic drivers,48147,353.0,2454.0
White drivers,48147,3268.0,22244.0
Black drivers,48149,1019.0,1209.0
Hispanic drivers,48149,2254.0,3238.0
White drivers,48149,4571.0,15574.0
Black drivers,48151,43.0,112.0
Hispanic drivers,48151,219.0,791.0
White drivers,48151,750.0,2216.0
Black drivers,48153,43.0,159.0
Hispanic drivers,48153,345.0,2330.0
White drivers,48153,475.0,2138.0
Black drivers,48155,14.0,44.0
Hispanic drivers,48155,41.0,156.0
White drivers,48155,163.0,831.0
Black drivers,48157,7154.0,101316.0
Hispanic drivers,48157,9001.0,110664.0
White drivers,48157,11259.0,183113.0
Black drivers,48159,600.0,314.0
Hispanic drivers,48159,549.0,904.0
White drivers,48159,3084.0,6881.0
Black drivers,48161,1585.0,2494.0
Hispanic drivers,48161,1490.0,1880.0
White drivers,48161,4588.0,10957.0
Black drivers,48163,383.0,548.0
Hispanic drivers,48163,8271.0,10747.0
White drivers,48163,3238.0,2447.0
Black drivers,48165,119.0,226.0
Hispanic drivers,48165,1387.0,4913.0
White drivers,48165,1800.0,7700.0
Black drivers,48167,2915.0,30960.0
Hispanic drivers,48167,3876.0,50776.0
White drivers,48167,8416.0,147425.0
Black drivers,48169,307.0,335.0
Hispanic drivers,48169,841.0,2623.0
White drivers,48169,2248.0,2397.0
Black drivers,48171,101.0,59.0
Hispanic drivers,48171,977.0,3764.0
White drivers,48171,3486.0,16945.0
Black drivers,48175,116.0,252.0
Hispanic drivers,48175,883.0,1953.0
White drivers,48175,1091.0,3722.0
Black drivers,48177,1423.0,1019.0
Hispanic drivers,48177,4587.0,6709.0
White drivers,48177,7190.0,7444.0
Black drivers,48179,200.0,963.0
Hispanic drivers,48179,1083.0,4023.0
White drivers,48179,3540.0,12397.0
Black drivers,48181,831.0,5424.0
Hispanic drivers,48181,1206.0,9525.0
White drivers,48181,9417.0,78147.0
Black drivers,48183,4280.0,18445.0
Hispanic drivers,48183,2186.0,13584.0
White drivers,48183,10610.0,60217.0
Black drivers,48185,895.0,3523.0
Hispanic drivers,48185,839.0,4220.0
White drivers,48185,2763.0,13584.0
Black drivers,48187,1293.0,7735.0
Hispanic drivers,48187,5678.0,37496.0
White drivers,48187,9118.0,61237.0
Black drivers,48189,365.0,1431.0
Hispanic drivers,48189,2947.0,14006.0
White drivers,48189,3877.0,10672.0
Black drivers,48191,77.0,175.0
Hispanic drivers,48191,216.0,717.0
White drivers,48191,753.0,1605.0
Black drivers,48193,62.0,45.0
Hispanic drivers,48193,230.0,618.0
White drivers,48193,1791.0,5990.0
Black drivers,48195,9.0,25.0
Hispanic drivers,48195,324.0,1665.0
White drivers,48195,598.0,2365.0
Black drivers,48197,177.0,178.0
Hispanic drivers,48197,470.0,587.0
White drivers,48197,1832.0,2328.0
Black drivers,48199,669.0,2323.0
Hispanic drivers,48199,362.0,1878.0
White drivers,48199,6291.0,38172.0
Black drivers,48201,14187.0,613255.0
Hispanic drivers,48201,18030.0,1253632.0
White drivers,48201,19766.0,1150209.0
Black drivers,48203,5317.0,11098.0
Hispanic drivers,48203,2020.0,4817.0
White drivers,48203,14107.0,34475.0
Black drivers,48205,160.0,434.0
Hispanic drivers,48205,1003.0,1182.0
White drivers,48205,3619.0,3299.0
Black drivers,48207,151.0,184.0
Hispanic drivers,48207,544.0,1094.0
White drivers,48207,1963.0,3438.0
Black drivers,48209,867.0,4867.0
Hispanic drivers,48209,5050.0,46343.0
White drivers,48209,8891.0,83973.0
Black drivers,48211,17.0,10.0
Hispanic drivers,48211,339.0,779.0
White drivers,48211,980.0,2110.0
Black drivers,48213,1087.0,3878.0
Hispanic drivers,48213,1238.0,6001.0
White drivers,48213,8598.0,52400.0
Black drivers,48215,465.0,2606.0
Hispanic drivers,48215,76905.0,510359.0
White drivers,48215,4787.0,51116.0
Black drivers,48217,1324.0,1714.0
Hispanic drivers,48217,2387.0,4448.0
White drivers,48217,7292.0,20937.0
Black drivers,48219,261.0,643.0
Hispanic drivers,48219,2208.0,7379.0
White drivers,48219,2646.0,9431.0
Black drivers,48221,239.0,252.0
Hispanic drivers,48221,1572.0,4033.0
White drivers,48221,10733.0,38267.0
Black drivers,48223,1398.0,1926.0
Hispanic drivers,48223,1364.0,3632.0
White drivers,48223,7592.0,21593.0
Black drivers,48225,748.0,4807.0
Hispanic drivers,48225,345.0,1731.0
White drivers,48225,2822.0,12167.0
Black drivers,48227,335.0,1834.0
Hispanic drivers,48227,1709.0,10747.0
White drivers,48227,3298.0,15746.0
Black drivers,48229,515.0,27.0
Hispanic drivers,48229,4615.0,1961.0
White drivers,48229,2341.0,558.0
Black drivers,48231,2310.0,5471.0
Hispanic drivers,48231,2269.0,8243.0
White drivers,48231,11847.0,53142.0
Black drivers,48233,76.0,426.0
Hispanic drivers,48233,751.0,3100.0
White drivers,48233,2527.0,12686.0
Black drivers,48235,57.0,12.0
Hispanic drivers,48235,520.0,324.0
White drivers,48235,896.0,910.0
Black drivers,48237,143.0,321.0
Hispanic drivers,48237,545.0,971.0
White drivers,48237,3400.0,5812.0
Black drivers,48239,262.0,706.0
Hispanic drivers,48239,1498.0,3042.0
White drivers,48239,1369.0,7244.0
Black drivers,48241,2577.0,4384.0
Hispanic drivers,48241,949.0,1501.0
White drivers,48241,14467.0,21592.0
Black drivers,48243,22.0,10.0
Hispanic drivers,48243,1069.0,646.0
White drivers,48243,755.0,1302.0
Black drivers,48245,5465.0,65270.0
Hispanic drivers,48245,3080.0,32702.0
White drivers,48245,12479.0,91807.0
Black drivers,48247,27.0,16.0
Hispanic drivers,48247,3483.0,3532.0
White drivers,48247,563.0,273.0
Black drivers,48249,175.0,164.0
Hispanic drivers,48249,8741.0,24186.0
White drivers,48249,2054.0,6367.0
Black drivers,48251,833.0,3273.0
Hispanic drivers,48251,2660.0,20203.0
White drivers,48251,11340.0,92583.0
Black drivers,48253,169.0,2238.0
Hispanic drivers,48253,632.0,4252.0
White drivers,48253,2578.0,10125.0
Black drivers,48255,236.0,1172.0
Hispanic drivers,48255,2348.0,5878.0
White drivers,48255,2452.0,4981.0
Black drivers,48257,3902.0,8451.0
Hispanic drivers,48257,2507.0,13176.0
White drivers,48257,8436.0,58695.0
Black drivers,48259,92.0,191.0
Hispanic drivers,48259,984.0,5812.0
White drivers,48259,2398.0,23153.0
Black drivers,48265,263.0,647.0
Hispanic drivers,48265,1990.0,8922.0
White drivers,48265,4748.0,30993.0
Black drivers,48267,240.0,14.0
Hispanic drivers,48267,1294.0,796.0
White drivers,48267,1469.0,2864.0
Black drivers,48271,108.0,35.0
Hispanic drivers,48271,2228.0,1618.0
White drivers,48271,1264.0,1272.0
Black drivers,48273,211.0,924.0
Hispanic drivers,48273,6486.0,17089.0
White drivers,48273,1440.0,5934.0
Black drivers,48275,71.0,153.0
Hispanic drivers,48275,227.0,818.0
White drivers,48275,1048.0,1907.0
Black drivers,48277,781.0,4944.0
Hispanic drivers,48277,418.0,2151.0
White drivers,48277,5998.0,30657.0
Black drivers,48279,277.0,392.0
Hispanic drivers,48279,1674.0,5012.0
White drivers,48279,2733.0,4724.0
Black drivers,48281,273.0,562.0
Hispanic drivers,48281,770.0,2628.0
White drivers,48281,4008.0,12216.0
Black drivers,48283,182.0,29.0
Hispanic drivers,48283,5239.0,5053.0
White drivers,48283,1906.0,840.0
Black drivers,48285,217.0,939.0
Hispanic drivers,48285,690.0,2229.0
White drivers,48285,2137.0,12166.0
Black drivers,48287,537.0,1492.0
Hispanic drivers,48287,947.0,2581.0
White drivers,48287,3303.0,9019.0
Black drivers,48289,2301.0,986.0
Hispanic drivers,48289,1549.0,1515.0
White drivers,48289,4267.0,10741.0
Black drivers,48291,2310.0,6579.0
Hispanic drivers,48291,1865.0,10449.0
White drivers,48291,8194.0,42107.0
Black drivers,48293,839.0,3176.0
Hispanic drivers,48293,709.0,3198.0
White drivers,48293,2885.0,11988.0
Black drivers,48295,1.0,15.0
Hispanic drivers,48295,57.0,720.0
White drivers,48295,162.0,1845.0
Black drivers,48297,306.0,468.0
Hispanic drivers,48297,4946.0,3388.0
White drivers,48297,3076.0,5773.0
Black drivers,48299,80.0,124.0
Hispanic drivers,48299,481.0,1226.0
White drivers,48299,2887.0,15012.0
Black drivers,48303,1e3,15252.0
Hispanic drivers,48303,5073.0,68002.0
White drivers,48303,8393.0,135218.0
Black drivers,48305,133.0,91.0
Hispanic drivers,48305,835.0,1893.0
White drivers,48305,1400.0,2338.0
Black drivers,48307,213.0,128.0
Hispanic drivers,48307,1092.0,1815.0
White drivers,48307,3181.0,4531.0
Black drivers,48309,2456.0,26117.0
Hispanic drivers,48309,3466.0,40108.0
White drivers,48309,9823.0,115556.0
Black drivers,48313,861.0,2258.0
Hispanic drivers,48313,828.0,2253.0
White drivers,48313,2610.0,6485.0
Black drivers,48315,839.0,1800.0
Hispanic drivers,48315,344.0,261.0
White drivers,48315,3033.0,6265.0
Black drivers,48317,218.0,52.0
Hispanic drivers,48317,1339.0,1638.0
White drivers,48317,1797.0,2104.0
Black drivers,48319,71.0,14.0
Hispanic drivers,48319,519.0,712.0
White drivers,48319,1331.0,2583.0
Black drivers,48321,679.0,3068.0
Hispanic drivers,48321,1959.0,10152.0
White drivers,48321,2847.0,14215.0
Black drivers,48323,129.0,88.0
Hispanic drivers,48323,10160.0,38494.0
White drivers,48323,1165.0,1283.0
Black drivers,48325,366.0,918.0
Hispanic drivers,48325,8103.0,17821.0
White drivers,48325,6547.0,17896.0
Black drivers,48327,33.0,17.0
Hispanic drivers,48327,244.0,622.0
White drivers,48327,454.0,1177.0
Black drivers,48329,675.0,6936.0
Hispanic drivers,48329,5290.0,42561.0
White drivers,48329,5430.0,61250.0
Black drivers,48331,838.0,1695.0
Hispanic drivers,48331,1108.0,3974.0
White drivers,48331,3987.0,12987.0
Black drivers,48333,98.0,14.0
Hispanic drivers,48333,286.0,621.0
White drivers,48333,1492.0,3226.0
Black drivers,48335,328.0,908.0
Hispanic drivers,48335,1236.0,2791.0
White drivers,48335,2510.0,3752.0
Black drivers,48337,679.0,45.0
Hispanic drivers,48337,1104.0,1278.0
White drivers,48337,6518.0,13894.0
Black drivers,48339,5701.0,16300.0
Hispanic drivers,48339,12272.0,73932.0
White drivers,48339,34780.0,277769.0
Black drivers,48341,339.0,383.0
Hispanic drivers,48341,2893.0,7841.0
White drivers,48341,3632.0,6353.0
Black drivers,48343,855.0,2261.0
Hispanic drivers,48343,311.0,683.0
White drivers,48343,2632.0,6962.0
Black drivers,48347,2310.0,8962.0
Hispanic drivers,48347,1834.0,7670.0
White drivers,48347,8455.0,33141.0
Black drivers,48349,1978.0,4929.0
Hispanic drivers,48349,1916.0,7701.0
White drivers,48349,5222.0,23318.0
Black drivers,48351,690.0,2299.0
Hispanic drivers,48351,187.0,324.0
White drivers,48351,3864.0,8602.0
Black drivers,48353,753.0,477.0
Hispanic drivers,48353,2212.0,3709.0
White drivers,48353,5409.0,7220.0
Black drivers,48355,489.0,10110.0
Hispanic drivers,48355,8628.0,161191.0
White drivers,48355,4599.0,93458.0
Black drivers,48357,18.0,28.0
Hispanic drivers,48357,752.0,3438.0
White drivers,48357,1321.0,4010.0
Black drivers,48359,586.0,37.0
Hispanic drivers,48359,1153.0,201.0
White drivers,48359,3232.0,1304.0
Black drivers,48361,1673.0,5257.0
Hispanic drivers,48361,1100.0,3658.0
White drivers,48361,10406.0,54601.0
Black drivers,48363,640.0,449.0
Hispanic drivers,48363,1733.0,3531.0
White drivers,48363,6185.0,17537.0
Black drivers,48365,1520.0,2958.0
Hispanic drivers,48365,717.0,1268.0
White drivers,48365,5203.0,14182.0
Black drivers,48367,1090.0,1421.0
Hispanic drivers,48367,3660.0,9064.0
White drivers,48367,21467.0,82542.0
Black drivers,48369,71.0,79.0
Hispanic drivers,48369,1280.0,4200.0
White drivers,48369,1024.0,3029.0
Black drivers,48371,607.0,539.0
Hispanic drivers,48371,5446.0,7859.0
White drivers,48371,3885.0,3674.0
Black drivers,48373,1398.0,4189.0
Hispanic drivers,48373,1098.0,4724.0
White drivers,48373,5506.0,27616.0
Black drivers,48375,636.0,8998.0
Hispanic drivers,48375,2469.0,30125.0
White drivers,48375,6197.0,47318.0
Black drivers,48377,34.0,28.0
Hispanic drivers,48377,4304.0,4539.0
White drivers,48377,1161.0,889.0
Black drivers,48379,101.0,233.0
Hispanic drivers,48379,206.0,587.0
White drivers,48379,2596.0,8024.0
Black drivers,48381,438.0,2441.0
Hispanic drivers,48381,3134.0,16389.0
White drivers,48381,10885.0,77291.0
Black drivers,48383,70.0,61.0
Hispanic drivers,48383,744.0,1579.0
White drivers,48383,887.0,971.0
Black drivers,48385,11.0,20.0
Hispanic drivers,48385,227.0,684.0
White drivers,48385,619.0,2057.0
Black drivers,48387,466.0,1716.0
Hispanic drivers,48387,184.0,600.0
White drivers,48387,2640.0,7753.0
Black drivers,48389,174.0,644.0
Hispanic drivers,48389,1863.0,8123.0
White drivers,48389,1086.0,2408.0
Black drivers,48391,336.0,348.0
Hispanic drivers,48391,2782.0,2651.0
White drivers,48391,1960.0,2680.0
Black drivers,48395,797.0,2556.0
Hispanic drivers,48395,740.0,2153.0
White drivers,48395,3297.0,8014.0
Black drivers,48397,618.0,3674.0
Hispanic drivers,48397,888.0,9492.0
White drivers,48397,2964.0,48572.0
Black drivers,48399,91.0,153.0
Hispanic drivers,48399,533.0,2455.0
White drivers,48399,1550.0,5498.0
Black drivers,48401,2362.0,7536.0
Hispanic drivers,48401,1539.0,5535.0
White drivers,48401,7773.0,28574.0
Black drivers,48403,297.0,599.0
Hispanic drivers,48403,95.0,251.0
White drivers,48403,1981.0,7709.0
Black drivers,48405,281.0,1546.0
Hispanic drivers,48405,83.0,360.0
White drivers,48405,1108.0,5106.0
Black drivers,48407,1947.0,2169.0
Hispanic drivers,48407,1359.0,2141.0
White drivers,48407,7956.0,16832.0
Black drivers,48409,566.0,773.0
Hispanic drivers,48409,7939.0,26251.0
White drivers,48409,5628.0,22048.0
Black drivers,48411,31.0,167.0
Hispanic drivers,48411,168.0,1241.0
White drivers,48411,662.0,3352.0
Black drivers,48413,29.0,23.0
Hispanic drivers,48413,457.0,1153.0
White drivers,48413,494.0,1187.0
Black drivers,48415,339.0,687.0
Hispanic drivers,48415,1353.0,4551.0
White drivers,48415,3541.0,7881.0
Black drivers,48417,46.0,13.0
Hispanic drivers,48417,223.0,258.0
White drivers,48417,1439.0,2341.0
Black drivers,48419,1403.0,3323.0
Hispanic drivers,48419,909.0,2777.0
White drivers,48419,4636.0,13219.0
Black drivers,48421,95.0,19.0
Hispanic drivers,48421,608.0,848.0
White drivers,48421,1094.0,1404.0
Black drivers,48423,6486.0,29244.0
Hispanic drivers,48423,3876.0,25624.0
White drivers,48423,19431.0,109504.0
Black drivers,48425,75.0,43.0
Hispanic drivers,48425,412.0,1144.0
White drivers,48425,2663.0,5492.0
Black drivers,48427,179.0,37.0
Hispanic drivers,48427,39607.0,42173.0
White drivers,48427,2007.0,1759.0
Black drivers,48429,44.0,178.0
Hispanic drivers,48429,312.0,1449.0
White drivers,48429,1885.0,5812.0
Black drivers,48433,43.0,35.0
Hispanic drivers,48433,237.0,150.0
White drivers,48433,1144.0,947.0
Black drivers,48435,425.0,8.0
Hispanic drivers,48435,2670.0,1783.0
White drivers,48435,2267.0,1249.0
Black drivers,48437,188.0,442.0
Hispanic drivers,48437,913.0,2246.0
White drivers,48437,2122.0,3164.0
Black drivers,48439,1179.0,214300.0
Hispanic drivers,48439,1467.0,351936.0
White drivers,48439,4830.0,781475.0
Black drivers,48441,827.0,6945.0
Hispanic drivers,48441,2313.0,21118.0
White drivers,48441,8875.0,72479.0
Black drivers,48445,137.0,458.0
Hispanic drivers,48445,1415.0,4638.0
White drivers,48445,1653.0,4444.0
Black drivers,48447,9.0,7.0
Hispanic drivers,48447,63.0,126.0
White drivers,48447,436.0,1149.0
Black drivers,48449,1755.0,2325.0
Hispanic drivers,48449,1883.0,8482.0
White drivers,48449,6823.0,12735.0
Black drivers,48451,556.0,3539.0
Hispanic drivers,48451,3777.0,30857.0
White drivers,48451,7750.0,53638.0
Black drivers,48453,2921.0,71076.0
Hispanic drivers,48453,8200.0,266970.0
White drivers,48453,18219.0,476650.0
Black drivers,48455,214.0,1063.0
Hispanic drivers,48455,127.0,853.0
White drivers,48455,1422.0,9730.0
Black drivers,48457,771.0,1962.0
Hispanic drivers,48457,333.0,1330.0
White drivers,48457,4646.0,14158.0
Black drivers,48459,1153.0,2687.0
Hispanic drivers,48459,861.0,1923.0
White drivers,48459,7519.0,26196.0
Black drivers,48461,46.0,43.0
Hispanic drivers,48461,591.0,1254.0
White drivers,48461,631.0,1211.0
Black drivers,48463,82.0,109.0
Hispanic drivers,48463,2871.0,13512.0
White drivers,48463,2184.0,6362.0
Black drivers,48465,107.0,487.0
Hispanic drivers,48465,4061.0,28358.0
White drivers,48465,1633.0,6903.0
Black drivers,48467,2633.0,1119.0
Hispanic drivers,48467,1584.0,3386.0
White drivers,48467,10463.0,36592.0
Black drivers,48469,723.0,4153.0
Hispanic drivers,48469,5425.0,28607.0
White drivers,48469,5106.0,34981.0
Black drivers,48471,3066.0,13339.0
Hispanic drivers,48471,2332.0,9568.0
White drivers,48471,8459.0,35082.0
Black drivers,48473,2029.0,9874.0
Hispanic drivers,48473,2462.0,8599.0
White drivers,48473,4347.0,16406.0
Black drivers,48475,222.0,323.0
Hispanic drivers,48475,2257.0,4017.0
White drivers,48475,1603.0,3932.0
Black drivers,48477,710.0,4570.0
Hispanic drivers,48477,763.0,3243.0
White drivers,48477,2699.0,18995.0
Black drivers,48479,202.0,525.0
Hispanic drivers,48479,21274.0,173035.0
White drivers,48479,2265.0,7564.0
Black drivers,48481,1028.0,4263.0
Hispanic drivers,48481,4178.0,11115.0
White drivers,48481,2916.0,15951.0
Black drivers,48483,207.0,93.0
Hispanic drivers,48483,628.0,916.0
White drivers,48483,2457.0,3222.0
Black drivers,48485,691.0,10689.0
Hispanic drivers,48485,1191.0,16258.0
White drivers,48485,6724.0,73157.0
Black drivers,48487,512.0,785.0
Hispanic drivers,48487,1259.0,2504.0
White drivers,48487,4787.0,6754.0
Black drivers,48489,181.0,380.0
Hispanic drivers,48489,7893.0,14648.0
White drivers,48489,1342.0,1794.0
Black drivers,48491,3103.0,21568.0
Hispanic drivers,48491,7110.0,76862.0
White drivers,48491,18254.0,233677.0
Black drivers,48493,291.0,574.0
Hispanic drivers,48493,3028.0,12983.0
White drivers,48493,4425.0,21465.0
Black drivers,48495,30.0,112.0
Hispanic drivers,48495,391.0,2967.0
White drivers,48495,353.0,2387.0
Black drivers,48497,1244.0,602.0
Hispanic drivers,48497,3528.0,7320.0
White drivers,48497,17434.0,38661.0
Black drivers,48499,507.0,1702.0
Hispanic drivers,48499,668.0,2646.0
White drivers,48499,7616.0,30320.0
Black drivers,48501,25.0,54.0
Hispanic drivers,48501,622.0,3374.0
White drivers,48501,644.0,2325.0
Black drivers,48503,142.0,187.0
Hispanic drivers,48503,611.0,2076.0
White drivers,48503,4710.0,11935.0
Black drivers,48505,15.0,29.0
Hispanic drivers,48505,3281.0,9205.0
White drivers,48505,260.0,708.0
Black drivers,48507,61.0,30.0
Hispanic drivers,48507,2404.0,8113.0
White drivers,48507,635.0,589.0
Black drivers,50001,63.0,259.0
Hispanic drivers,50001,34.0,611.0
White drivers,50001,4057.0,28928.0
Black drivers,50003,74.0,252.0
Hispanic drivers,50003,36.0,455.0
White drivers,50003,3974.0,29029.0
Black drivers,50005,35.0,135.0
Hispanic drivers,50005,19.0,333.0
White drivers,50005,2845.0,24300.0
Black drivers,50007,125.0,2454.0
Hispanic drivers,50007,48.0,2565.0
White drivers,50007,4516.0,120852.0
Black drivers,50009,1.0,17.0
Hispanic drivers,50009,0.0,58.0
White drivers,50009,220.0,5066.0
Black drivers,50011,56.0,194.0
Hispanic drivers,50011,19.0,440.0
White drivers,50011,3522.0,36687.0
Black drivers,50013,2.0,25.0
Hispanic drivers,50013,0.0,75.0
White drivers,50013,96.0,5484.0
Black drivers,50015,17.0,141.0
Hispanic drivers,50015,7.0,271.0
White drivers,50015,1647.0,19374.0
Black drivers,50017,80.0,105.0
Hispanic drivers,50017,45.0,236.0
White drivers,50017,4468.0,23081.0
Black drivers,50019,15.0,135.0
Hispanic drivers,50019,9.0,251.0
White drivers,50019,1925.0,21489.0
Black drivers,50021,77.0,242.0
Hispanic drivers,50021,24.0,564.0
White drivers,50021,4020.0,48905.0
Black drivers,50023,113.0,339.0
Hispanic drivers,50023,49.0,828.0
White drivers,50023,4523.0,46412.0
Black drivers,50025,220.0,357.0
Hispanic drivers,50025,124.0,669.0
White drivers,50025,6417.0,34590.0
Black drivers,50027,184.0,301.0
Hispanic drivers,50027,71.0,578.0
White drivers,50027,6380.0,44946.0
Black drivers,53001,465.0,40.0
Hispanic drivers,53001,1384.0,7098.0
White drivers,53001,9685.0,5648.0
Black drivers,53003,15.0,75.0
Hispanic drivers,53003,40.0,495.0
White drivers,53003,1893.0,16706.0
Black drivers,53005,518.0,1741.0
Hispanic drivers,53005,5308.0,23045.0
White drivers,53005,16040.0,108538.0
Black drivers,53007,158.0,227.0
Hispanic drivers,53007,2636.0,12782.0
White drivers,53007,12808.0,43378.0
Black drivers,53009,172.0,545.0
Hispanic drivers,53009,268.0,2724.0
White drivers,53009,11663.0,52769.0
Black drivers,53011,1264.0,6514.0
Hispanic drivers,53011,2228.0,23205.0
White drivers,53011,27797.0,286623.0
Black drivers,53013,11.0,17.0
Hispanic drivers,53013,54.0,181.0
White drivers,53013,1335.0,3023.0
Black drivers,53015,610.0,521.0
Hispanic drivers,53015,1005.0,5063.0
White drivers,53015,14434.0,71406.0
Black drivers,53017,48.0,96.0
Hispanic drivers,53017,1554.0,7529.0
White drivers,53017,4188.0,21800.0
Black drivers,53019,2.0,28.0
Hispanic drivers,53019,4.0,223.0
White drivers,53019,710.0,4963.0
Black drivers,53021,142.0,1377.0
Hispanic drivers,53021,2143.0,27566.0
White drivers,53021,4768.0,28924.0
Black drivers,53023,12.0,1.0
Hispanic drivers,53023,57.0,66.0
White drivers,53023,1543.0,1734.0
Black drivers,53025,469.0,584.0
Hispanic drivers,53025,3827.0,22771.0
White drivers,53025,12218.0,41571.0
Black drivers,53027,362.0,728.0
Hispanic drivers,53027,1087.0,4144.0
White drivers,53027,13492.0,48541.0
Black drivers,53029,319.0,1503.0
Hispanic drivers,53029,246.0,3576.0
White drivers,53029,6686.0,54985.0
Black drivers,53031,114.0,242.0
Hispanic drivers,53031,164.0,747.0
White drivers,53031,6685.0,23877.0
Black drivers,53033,12363.0,98730.0
Hispanic drivers,53033,10733.0,130628.0
White drivers,53033,88266.0,1094618.0
Black drivers,53035,1580.0,5601.0
Hispanic drivers,53035,1086.0,12586.0
White drivers,53035,22158.0,166469.0
Black drivers,53037,939.0,363.0
Hispanic drivers,53037,2425.0,2430.0
White drivers,53037,19674.0,30375.0
Black drivers,53039,46.0,55.0
Hispanic drivers,53039,644.0,1614.0
White drivers,53039,4730.0,14530.0
Black drivers,53041,576.0,361.0
Hispanic drivers,53041,1364.0,4376.0
White drivers,53041,19625.0,53352.0
Black drivers,53043,69.0,20.0
Hispanic drivers,53043,180.0,210.0
White drivers,53043,2849.0,7839.0
Black drivers,53045,162.0,613.0
Hispanic drivers,53045,631.0,3373.0
White drivers,53045,9296.0,42752.0
Black drivers,53047,81.0,152.0
Hispanic drivers,53047,1361.0,4829.0
White drivers,53047,6605.0,23652.0
Black drivers,53049,90.0,91.0
Hispanic drivers,53049,322.0,1155.0
White drivers,53049,8629.0,15125.0
Black drivers,53051,22.0,51.0
Hispanic drivers,53051,31.0,298.0
White drivers,53051,1582.0,9719.0
Black drivers,53053,8327.0,43236.0
Hispanic drivers,53053,5385.0,52502.0
White drivers,53053,58109.0,465904.0
Black drivers,53057,492.0,562.0
Hispanic drivers,53057,1907.0,13083.0
White drivers,53057,16739.0,76424.0
Black drivers,53059,14.0,39.0
Hispanic drivers,53059,131.0,411.0
White drivers,53059,1948.0,8312.0
Black drivers,53061,3307.0,15834.0
Hispanic drivers,53061,5262.0,45874.0
White drivers,53061,66991.0,447206.0
Black drivers,53063,937.0,6513.0
Hispanic drivers,53063,803.0,16308.0
White drivers,53063,32006.0,337027.0
Black drivers,53065,68.0,152.0
Hispanic drivers,53065,120.0,910.0
White drivers,53065,10079.0,31307.0
Black drivers,53067,1408.0,6158.0
Hispanic drivers,53067,1538.0,14050.0
White drivers,53067,21548.0,168042.0
Black drivers,53069,12.0,6.0
Hispanic drivers,53069,30.0,89.0
White drivers,53069,1158.0,3165.0
Black drivers,53071,160.0,943.0
Hispanic drivers,53071,1923.0,8171.0
White drivers,53071,8486.0,36817.0
Black drivers,53073,424.0,1610.0
Hispanic drivers,53073,913.0,12079.0
White drivers,53073,14590.0,140144.0
Black drivers,53075,283.0,802.0
Hispanic drivers,53075,268.0,1969.0
White drivers,53075,9939.0,32174.0
Black drivers,53077,540.0,1461.0
Hispanic drivers,53077,12757.0,73966.0
White drivers,53077,19021.0,94468.0
Black drivers,55001,2.0,583.0
Hispanic drivers,55001,4.0,634.0
White drivers,55001,123.0,16146.0
Black drivers,55003,6.0,47.0
Hispanic drivers,55003,4.0,204.0
White drivers,55003,542.0,10915.0
Black drivers,55005,24.0,347.0
Hispanic drivers,55005,26.0,628.0
White drivers,55005,1734.0,35240.0
Black drivers,55007,9.0,41.0
Hispanic drivers,55007,6.0,136.0
White drivers,55007,1017.0,11127.0
Black drivers,55009,130.0,4063.0
Hispanic drivers,55009,154.0,12048.0
White drivers,55009,2910.0,171223.0
Black drivers,55011,14.0,26.0
Hispanic drivers,55011,20.0,170.0
White drivers,55011,1430.0,10533.0
Black drivers,55013,9.0,56.0
Hispanic drivers,55013,5.0,135.0
White drivers,55013,883.0,11881.0
Black drivers,55015,4.0,176.0
Hispanic drivers,55015,7.0,1102.0
White drivers,55015,163.0,35916.0
Black drivers,55017,44.0,854.0
Hispanic drivers,55017,36.0,625.0
White drivers,55017,3079.0,47808.0
Black drivers,55019,14.0,75.0
Hispanic drivers,55019,18.0,811.0
White drivers,55019,938.0,24291.0
Black drivers,55021,368.0,661.0
Hispanic drivers,55021,246.0,1028.0
White drivers,55021,4109.0,42998.0
Black drivers,55023,15.0,270.0
Hispanic drivers,55023,9.0,128.0
White drivers,55023,1338.0,12849.0
Black drivers,55025,1078.0,18270.0
Hispanic drivers,55025,590.0,20533.0
White drivers,55025,8146.0,344934.0
Black drivers,55027,105.0,2344.0
Hispanic drivers,55027,110.0,2449.0
White drivers,55027,2851.0,66379.0
Black drivers,55029,4.0,123.0
Hispanic drivers,55029,10.0,480.0
White drivers,55029,386.0,22634.0
Black drivers,55031,62.0,358.0
Hispanic drivers,55031,30.0,377.0
White drivers,55031,3413.0,33352.0
Black drivers,55033,470.0,216.0
Hispanic drivers,55033,189.0,501.0
White drivers,55033,5037.0,34006.0
Black drivers,55035,457.0,643.0
Hispanic drivers,55035,187.0,1412.0
White drivers,55035,5698.0,76445.0
Black drivers,55037,0.0,14.0
Hispanic drivers,55037,0.0,35.0
White drivers,55037,29.0,3740.0
Black drivers,55039,304.0,1005.0
Hispanic drivers,55039,178.0,3006.0
White drivers,55039,4112.0,76259.0
Black drivers,55041,2.0,67.0
Hispanic drivers,55041,4.0,96.0
White drivers,55041,406.0,6295.0
Black drivers,55043,48.0,521.0
