"state","location_raw","county_name"
IL,"COWDEN POLICE","Shelby County"
IL,"CRAINVILLE POLICE","Williamson County"
IL,"CRAWFORD COUNTY SHERIFF","Crawford County"
IL,"CREAL SPRINGS POLICE","Williamson County"
IL,"CREST HILL POLICE","Will County"
IL,"CRESTWOOD POLICE","Cook County"
IL,"CRETE POLICE","Will County"
IL,"CREVE COEUR POLICE","Tazewell County"
IL,"CROSSVILLE POLICE","White County"
IL,"CRYSTAL LAKE PARK DISTRICT POLICE","McHenry County"
IL,"CRYSTAL LAKE POLICE","McHenry County"
IL,"CUBA POLICE","Fulton County"
IL,"CUMBERLAND COUNTY SHERIFF","Cumberland County"
IL,"CUTLER POLICE","Perry County"
IL,"CYPRESS POLICE","Johnson County"
IL,"DAKOTA POLICE","Stephenson County"
IL,"DALLAS CITY POLICE","Hancock County"
IL,"DALZELL POLICE","Bureau County"
IL,"DANVERS POLICE","McLean County"
IL,"DANVILLE POLICE","Vermilion County"
IL,"DARIEN POLICE","DuPage County"
IL,"DAVIS POLICE","Stephenson County"
IL,"De Witt COUNTY SHERIFF","De Witt County"
IL,"DECATUR PARK DISTRICT POLICE","Macon County"
IL,"DECATUR POLICE","Macon County"
IL,"DEER CREEK POLICE","Tazewell County"
IL,"DEERFIELD POLICE","Lake County"
IL,"DeKalb COUNTY SHERIFF","DeKalb County"
IL,"DEKALB COUNTY SHERIFF","DeKalb County"
IL,"DeKalb POLICE","DeKalb County"
IL,"DEKALB POLICE","DeKalb County"
IL,"DELAVAN POLICE","Tazewell County"
IL,"Depue Police","Bureau County"
IL,"DEPUE POLICE","Bureau County"
IL,"DES PLAINES POLICE","Cook County"
IL,"DESOTO POLICE","Jackson County"
IL,"DIVERNON POLICE","Sangamon County"
IL,"DIXMOOR POLICE","Cook County"
IL,"DIXON POLICE","Lee County"
IL,"DOLTON POLICE DEPARTMENT","Cook County"
IL,"DOLTON POLICE","Cook County"
IL,"DONGOLA POLICE","Union County"
IL,"DONNELLSON POLICE","Montgomery County"
IL,"DOUGLAS COUNTY SHERIFF","Douglas County"
IL,"DOWELL POLICE DEPARTMENT","Jackson County"
IL,"DOWELL POLICE","Jackson County"
IL,"DOWNERS GROVE POLICE","DuPage County"
IL,"DU-PAGE COUNTY SHERIFF","DuPage County"
IL,"DUNFERMLINE POLICE","Fulton County"
IL,"DUPAGE COUNTY FOREST PRESERVE POLICE","DuPage County"
IL,"DUPAGE COUNTY SHERIFF","DuPage County"
IL,"DUPO POLICE","St. Clair County"
IL,"DUQUOIN POLICE","Perry County"
IL,"DURAND POLICE","Winnebago County"
IL,"DWIGHT POLICE","Livingston County"
IL,"EARLVILLE POLICE","LaSalle County"
IL,"EAST ALTON POLICE","Madison County"
IL,"EAST CAPE GIRARDEAU POLICE","Alexander County"
IL,"EAST CARONDELET POLICE","St. Clair County"
IL,"EAST DUBUQUE POLICE","Jo Daviess County"
IL,"EAST DUNDEE POLICE","Kane County"
IL,"EAST GALESBURG POLICE","Knox County"
IL,"EAST HAZEL CREST  POLICE","Cook County"
IL,"EAST HAZEL CREST POLICE","Cook County"
IL,"EAST HAZELCREST  POLICE","Cook County"
IL,"EAST MOLINE POLICE","Rock Island County"
IL,"EAST PEORIA POLICE","Tazewell County"
IL,"EAST ST LOUIS PARK DISTRICT POLICE","St. Clair County"
IL,"EAST ST LOUIS POLICE","St. Clair County"
IL,"EAST ST. LOUIS PARK DISTRICT POLICE","St. Clair County"
IL,"EAST ST. LOUIS POLICE","St. Clair County"
IL,"EASTERN ILLINOIS UNIVERSITY POLICE","Coles County"
IL,"EASTON POLICE","Mason County"
IL,"EDGAR COUNTY SHERIFF","Edgar County"
IL,"EDINBURG POLICE","Christian County"
IL,"EDWARDS COUNTY SHERIFF","Edwards County"
IL,"EDWARDSVILLE POLICE","Madison County"
IL,"EFFINGHAM COUNTY SHERIFF","Effingham County"
IL,"EFFINGHAM POLICE","Effingham County"
IL,"EL PASO POLICE","Woodford County"
IL,"ELBURN POLICE","Kane County"
IL,"ELDORADO POLICE","Saline County"
IL,"ELGIN COMMUNITY COLLEGE POLICE","Kane County"
IL,"ELGIN POLICE","Kane County"
IL,"ELIZABETH POLICE","Jo Daviess County"
IL,"ELIZABETHTOWN POLICE","Hardin County"
IL,"ELK GROVE VILLAGE POLICE","Cook County"
IL,"ELKHART POLICE","Logan County"
IL,"ELKVILLE POLICE","Jackson County"
IL,"ELLIS GROVE POLICE","Randolph County"
IL,"ELMHURST POLICE","DuPage County"
IL,"ELMWOOD PARK POLICE","Cook County"
IL,"ELMWOOD POLICE","Cook County"
IL,"ELSAH POLICE","Jersey County"
IL,"ELWOOD POLICE","Will County"
IL,"EMDEN POLICE","Logan County"
IL,"ENERGY POLICE","Williamson County"
IL,"ENFIELD POLICE","Greene County"
IL,"ERIE POLICE","Whiteside County"
IL,"ESSEX POLICE","Kankakee County"
IL,"EUREKA POLICE","Woodford County"
IL,"EVANSTON POLICE","Cook County"
IL,"EVANSVILLE POLICE","Randolph County"
IL,"EVERGREEN PARK POLICE","Cook County"
IL,"EWING POLICE","Franklin County"
IL,"FAIRBURY POLICE","Livingston County"
IL,"FAIRFIELD POLICE","Wayne County"
IL,"FAIRMONT CITY POLICE","St. Clair County"
IL,"FAIRMOUNT POLICE","Vermilion County"
IL,"FAIRVIEW HEIGHTS POLICE","St. Clair County"
IL,"FAIRVIEW POLICE","St. Clair County"
IL,"FARINA POLICE","Fayette County"
IL,"FARMER CITY POLICE","De Witt County"
IL,"FARMINGTON POLICE","Fulton County"
IL,"FAYETTE COUNTY SHERIFF","Fayette County"
IL,"FAYETTEVILLE POLICE","St. Clair County"
IL,"FINDLAY POLICE","Shelby County"
IL,"FISHER POLICE","Champaign County"
IL,"FITHIAN POLICE","Vermilion County"
IL,"FLORA POLICE","Clay County"
IL,"FLOSSMOOR POLICE","Cook County"
IL,"FONDULAC PARK DISTRICT POLICE","Tazewell County"
IL,"FORD COUNTY SHERIFF","Ford County"
IL,"FORD HEIGHTS POLICE","Cook County"
IL,"FOREST CITY POLICE","Mason County"
IL,"FOREST PARK POLICE","Cook County"
IL,"FOREST PRESERVE DISTRICT OF WILL COUNTY POLICE DEPARTMENT","Will County"
IL,"FOREST PRESERVE DISTRICT OF WILL COUNTY POLICE","Will County"
IL,"FOREST VIEW POLICE","Cook County"
IL,"FORRESTON POLICE","Ogle County"
IL,"FOX LAKE POLICE","Lake County"
IL,"FOX RIVER GROVE POLICE","McHenry County"
IL,"FOX RIVER VALLEY GARD POLICE","McHenry County"
IL,"FOX VALLEY PARK DISTRICT POLICE","Kane County"
IL,"FRANKFORT POLICE","Franklin County"
IL,"FRANKLIN COUNTY SHERIFF","Franklin County"
IL,"FRANKLIN GROVE POLICE","Lee County"
IL,"FRANKLIN PARK POLICE","Cook County"
IL,"FRANKLIN POLICE","Cook County"
IL,"FREEBURG POLICE","St. Clair County"
IL,"FREEMAN SPUR POLICE","Williamson County"
IL,"FREEPORT PARK DISTRICT POLICE","Stephenson County"
IL,"FREEPORT POLICE","Stephenson County"
IL,"FULTON COUNTY SHERIFF","Fulton County"
IL,"FULTON POLICE","Whiteside County"
IL,"FYRE LAKE ASSOCIATION","Mercer County"
IL,"GALATIA POLICE","Saline County"
IL,"GALENA POLICE","Jo Daviess County"
IL,"GALESBURG POLICE","Knox County"
IL,"GALLATIN COUNTY SHERIFF","Gallatin County"
IL,"GALVA POLICE","Henry County"
IL,"GENESEO POLICE","Henry County"
IL,"GENEVA POLICE","Kane County"
IL,"GENOA POLICE","DeKalb County"
IL,"GEORGETOWN POLICE","Vermilion County"
IL,"GERMAN VALLEY POLICE","Stephenson County"
IL,"GERMANTOWN POLICE","Clinton County"
IL,"GIBSON CITY POLICE","Ford County"
IL,"GIFFORD POLICE","Champaign County"
IL,"GILBERTS POLICE","Kane County"
IL,"GILLESPIE POLICE","Macoupin County"
IL,"GILMAN POLICE","Iroquois County"
IL,"GIRARD POLICE","Macoupin County"
IL,"GLASFORD POLICE DEPARTMENT","Peoria County"
IL,"GLASFORD POLICE","Peoria County"
IL,"GLEN CARBON POLICE","Madison County"
IL,"GLEN ELLYN POLICE","DuPage County"
IL,"GLENCOE POLICE","Cook County"
IL,"GLENDALE HEIGHTS POLICE","DuPage County"
IL,"GLENVIEW POLICE","Cook County"
IL,"GLENWOOD POLICE","Cook County"
IL,"GOLCONDA POLICE","Pope County"
IL,"GOLF POLICE","Cook County"
IL,"GOREVILLE POLICE","Johnson County"
IL,"GOVERNORS STATE UNIVERSITY POLICE","Will County"
IL,"GRAFTON POLICE","Jersey County"
IL,"GRAND RIDGE POLICE","LaSalle County"
IL,"GRAND TOWER POLICE","Jackson County"
IL,"GRANDVIEW POLICE","Sangamon County"
IL,"GRANITE CITY POLICE","Madison County"
IL,"GRANT FORK POLICE","Madison County"
IL,"GRANT PARK POLICE","Kankakee County"
IL,"GRANTFORK POLICE","Madison County"
IL,"GRANVILLE POLICE","Putnam County"
IL,"GRAYSLAKE POLICE","Lake County"
IL,"GRAYVILLE POLICE","White County"
IL,"GREAT LAKES NAVAL STATION","Lake County"
IL,"GREATER PEORIA AIRPORT AUTHORITY POLICE","Peoria County"
IL,"GREEN VALLEY POLICE","Tazewell County"
IL,"GREENE COUNTY SHERIFF","Greene County"
IL,"GREENFIELD POLICE","Greene County"
IL,"GREENUP POLICE","Cumberland County"
IL,"GREENVIEW POLICE","Menard County"
IL,"GREENVILLE POLICE","Bond County"
IL,"GRUNDY COUNTY SHERIFF","Grundy County"
IL,"GULFPORT POLICE","Henderson County"
IL,"GULFPORT TOWN MARSHALL","Henderson County"
IL,"GURNEE POLICE","Lake County"
IL,"HAINESVILLE POLICE","Lake County"
IL,"HAMEL POLICE","Madison County"
IL,"HAMILTON COUNTY SHERIFF","Hamilton County"
IL,"HAMILTON POLICE","Hancock County"
IL,"HAMPSHIRE POLICE","Kane County"
IL,"HAMPTON POLICE","Rock Island County"
IL,"HANCOCK COUNTY SHERIFF","Hancock County"
IL,"HANOVER PARK POLICE","Cook County"
IL,"HANOVER POLICE","Jo Daviess County"
IL,"HARDIN COUNTY SHERIFF","Hardin County"
IL,"HARDIN POLICE","Calhoun County"
IL,"HARPER COLLEGE POLICE","Cook County"
IL,"HARRISBURG POLICE","Saline County"
IL,"HARTFORD POLICE","Madison County"
IL,"HARVARD POLICE","McHenry County"
IL,"HARVEL POLICE","Montgomery County"
IL,"HARVEY POLICE","Cook County"
IL,"HARWOOD HEIGHTS POLICE","Cook County"
IL,"HAVANA POLICE","Mason County"
IL,"HAWTHORN WOODS POLICE","Lake County"
IL,"HAZEL CREST POLICE","Cook County"
IL,"HEBRON POLICE DEPT","McHenry County"
IL,"HEBRON POLICE","McHenry County"
IL,"HECKER POLICE","Monroe County"
IL,"HENDERSON COUNTY SHERIFF","Henderson County"
IL,"HENNEPIN POLICE","Putnam County"
IL,"HENNING POLICE","Vermilion County"
IL,"HENRY COUNTY SHERIFF","Henry County"
IL,"HENRY POLICE","Marshall County"
IL,"HERRIN POLICE","Williamson County"
IL,"HERSCHER POLICE","Kankakee County"
IL,"HEYWORTH POLICE","McLean County"
IL,"HICKORY HILLS POLICE","Cook County"
IL,"HIGHLAND PARK POLICE","Lake County"
IL,"HIGHLAND POLICE","Madison County"
IL,"HIGHWOOD POLICE","Lake County"
IL,"HILLCREST POLICE","Ogle County"
IL,"HILLSBORO POLICE","Montgomery County"
IL,"HILLSDALE POLICE","Rock Island County"
IL,"HILLSIDE POLICE","Cook County"
IL,"HINCKLEY POLICE","DeKalb County"
IL,"HINDSBORO POLICE","Douglas County"
IL,"HINES VA HOSPITAL POLICE","Cook County"
IL,"HINSDALE POLICE","DuPage County"
IL,"HODGKINS POLICE","Cook County"
IL,"HOFFMAN ESTATES POLICE","Cook County"
IL,"HOLIDAY HILLS POLICE","McHenry County"
IL,"HOMER POLICE","Champaign County"
IL,"HOMETOWN POLICE","Cook County"
IL,"HOMEWOOD POLICE","Cook County"
IL,"HOOPESTON POLICE","Vermilion County"
IL,"HOPEDALE POLICE","Tazewell County"
IL,"HUDSON POLICE","McLean County"
IL,"HUME POLICE","Edgar County"
IL,"HUNTLEY POLICE","McHenry County"
IL,"HURST POLICE","Williamson County"
IL,"HUTSONVILLE POLICE","Crawford County"
IL,"ILLINOIS COMMERCE COMMISSION POLICE","Cook County"
IL,"ILLINOIS DEPARTMENT OF NATURAL RESOURCES POLICE","Cook County"
IL,"Illinois Department of Revenue Bureau of Criminal Investigation","Cook County"
IL,"ILLINOIS DEPT OF NATURAL RESOURCES POLICE","Cook County"
IL,"ILLINOIS STATE POLICE 03","Cook County"
IL,"ILLINOIS STATE UNIVERSITY POLICE","Cook County"
IL,"ILLIOPOLIS POLICE","Sangamon County"
IL,"INA POLICE","Tazewell County"
IL,"INDIAN HEAD PARK POLICE","Cook County"
IL,"INDIANOLA POLICE","Vermilion County"
IL,"INVERNESS POLICE","Cook County"
IL,"IROQUOIS COUNTY SHERIFF","Iroquois County"
IL,"IRVING POLICE","Montgomery County"
IL,"IRVINGTON POLICE","Washington County"
IL,"ISLAND LAKE POLICE","Lake County"
IL,"ITASCA POLICE","DuPage County"
IL,"IUKA POLICE DEPARTMENT","Marion County"
IL,"IUKA POLICE","Marion County"
IL,"JACKSON COUNTY SHERIFF","Jackson County"
IL,"JACKSONVILLE POLICE","Morgan County"
IL,"JASPER COUNTY SHERIFF","Jasper County"
IL,"JEFFERSON COUNTY SHERIFF","Jefferson County"
IL,"JEROME POLICE","Sangamon County"
IL,"JERSEY COUNTY SHERIFF","Jersey County"
IL,"JERSEYVILLE POLICE","Jersey County"
IL,"JO DAVIESS COUNTY SHERIFF","Jo Daviess County"
IL,"JOHN A LOGAN COLLEGE POLICE","Williamson County"
IL,"JOHNSBURG POLICE","McHenry County"
IL,"JOHNSON COUNTY SHERIFF","Johnson County"
IL,"JOHNSTON CITY POLICE","Williamson County"
IL,"JOHNWOOD COMMUNITY COLLEGE CAMPUS POLICE","Adams County"
IL,"JOLIET JUNIOR COLLEGE POLICE","Will County"
IL,"JOLIET POLICE","Will County"
IL,"JONESBORO POLICE","Union County"
IL,"JOPPA POLICE","Massac County"
IL,"JOY POLICE","Mercer County"
IL,"JUNCTION CITY POLICE","Marion County"
IL,"JUSTICE POLICE","Cook County"
IL,"KANE COUNTY FOREST PRESERVE POLICE","Kane County"
IL,"KANE COUNTY SHERIFF","Kane County"
IL,"KANE POLICE","Greene County"
IL,"KANKAKEE COUNTY SHERIFF","Kankakee County"
IL,"KANKAKEE POLICE","Kankakee County"
IL,"KANSAS POLICE","Edgar County"
IL,"KARNAK POLICE","Pulaski County"
IL,"KEITHSBURG POLICE","Mercer County"
IL,"KENDALL COUNTY SHERIFF","Kendall County"
IL,"KENILWORTH POLICE","Cook County"
IL,"KEWANEE POLICE","Henry County"
IL,"KILBOURNE POLICE","Mason County"
IL,"KILDEER POLICE","Lake County"
IL,"KINCAID POLICE","Christian County"
IL,"KINGSTON POLICE","DeKalb County"
IL,"KINMUNDY POLICE","Marion County"
IL,"KIRKLAND POLICE","DeKalb County"
IL,"KNOX COUNTY SHERIFF","Knox County"
IL,"KNOXVILLE POLICE","Knox County"
IL,"LACON POLICE","Marshall County"
IL,"LADD POLICE","Bureau County"
IL,"LAGRANGE PARK POLICE","Cook County"
IL,"LAGRANGE POLICE","Cook County"
IL,"LAHARPE POLICE","Hancock County"
IL,"LAKE BLUFF POLICE","Lake County"
IL,"LAKE COUNTY FOREST PRESERVE POLICE","Lake County"
IL,"LAKE COUNTY SHERIFF","Lake County"
IL,"LAKE FOREST POLICE","Lake County"
IL,"LAKE IN THE HILLS POLICE","McHenry County"
IL,"LAKE LAND COLLEGE POLICE","Coles County"
IL,"LAKE VILLA POLICE","Lake County"
IL,"LAKE ZURICH POLICE","Lake County"
IL,"LAKEMOOR POLICE","McHenry County"
IL,"LAKEWOOD POLICE","McHenry County"
IL,"LAMOILLE POLICE","Bureau County"
IL,"LANARK POLICE","Carroll County"
IL,"LANSING POLICE","Cook County"
IL,"LASALLE COUNTY SHERIFF","LaSalle County"
IL,"LASALLE POLICE","LaSalle County"
IL,"LAWRENCE COUNTY SHERIFF","Lawrence County"
IL,"LAWRENCEVILLE POLICE","Lawrence County"
IL,"LEAF RIVER POLICE","Ogle County"
IL,"LEBANON POLICE","St. Clair County"
IL,"LEE COUNTY SHERIFF","Lee County"
IL,"LELAND GROVE POLICE","Sangamon County"
IL,"LELAND POLICE","Sangamon County"
IL,"LEMONT POLICE","DuPage County"
IL,"LENA POLICE","Stephenson County"
IL,"LENZBURG POLICE","St. Clair County"
IL,"LEROY POLICE","McLean County"
IL,"Lewis University Police","Will County"
IL,"LEWIS UNIVERSITY POLICE","Will County"
IL,"LEWISTOWN POLICE","Fulton County"
IL,"LEXINGTON POLICE","McLean County"
IL,"LIBERTY POLICE","Lake County"
IL,"LIBERTYVILLE POLICE","Lake County"
IL,"LIMA POLICE","Adams County"
IL,"LINCOLN LAND COMMUNITY COLLEGE POLICE","Sangamon County"
IL,"LINCOLN POLICE","Logan County"
IL,"LINCOLNSHIRE POLICE","Lake County"
IL,"LINCOLNWOOD POLICE","Cook County"
IL,"LINDENHURST POLICE","Lake County"
IL,"LISLE POLICE","DuPage County"
IL,"LITCHFIELD POLICE","Montgomery County"
IL,"LIVINGSTON COUNTY SHERIFF","Livingston County"
IL,"LIVINGSTON POLICE","Madison County"
IL,"LOAMI POLICE","Sangamon County"
IL,"LOCKPORT PARK DISTRICT POLICE","Will County"
IL,"LOCKPORT POLICE","Will County"
IL,"LOGAN COUNTY SHERIFF","Logan County"
IL,"LOMBARD POLICE","DuPage County"
IL,"LONDON MILLS POLICE","Fulton County"
IL,"LOSTANT POLICE DEPARTMENT","LaSalle County"
IL,"LOVES PARK POLICE","Winnebago County"
IL,"LOVINGTON POLICE DEPT.","Moultrie County"
IL,"LOVINGTON POLICE","Moultrie County"
IL,"LUDLOW POLICE","Champaign County"
IL,"LYNDON POLICE","Whiteside County"
IL,"LYNWOOD POLICE","Cook County"
IL,"Lyons Police Department","Cook County"
IL,"LYONS POLICE","Cook County"
IL,"MACKINAW POLICE","Tazewell County"
IL,"MACOMB POLICE","McDonough County"
IL,"MACON COUNTY SHERIFF","Macon County"
IL,"MACOUPIN COUNTY SHERIFF","Macoupin County"
IL,"MADISON COUNTY SHERIFF","Madison County"
IL,"MADISON POLICE","Madison County"
IL,"MAHOMET POLICE","Champaign County"
IL,"MALTA POLICE","DeKalb County"
IL,"MANHATTAN POLICE","Will County"
IL,"MANITO POLICE","Mason County"
IL,"MANSFIELD POLICE","Piatt County"
IL,"MANTENO POLICE","Kankakee County"
IL,"MAPLE PARK POLICE","Kane County"
IL,"MAQUON POLICE","Knox County"
IL,"MARENGO POLICE","McHenry County"
IL,"Marine Police Department","Madison County"
IL,"MARINE POLICE","Madison County"
IL,"MARION COUNTY SHERIFF","Marion County"
IL,"MARION POLICE","Williamson County"
IL,"MARISSA POLICE","St. Clair County"
IL,"MARK POLICE","Cook County"
IL,"MARKHAM POLICE","Cook County"
IL,"MAROA POLICE","Macon County"
IL,"MARQUETTE HEIGHTS POLICE","Tazewell County"
IL,"MARSEILLES POLICE","LaSalle County"
IL,"MARSHALL COUNTY SHERIFF","Marshall County"
IL,"MARSHALL POLICE","Clark County"
IL,"MARTINSVILLE POLICE","Clark County"
IL,"MARYVILLE POLICE","Madison County"
IL,"MASCOUTAH POLICE","St. Clair County"
IL,"MASON CITY POLICE","Mason County"
IL,"MASON COUNTY SHERIFF","Mason County"
IL,"MASSAC COUNTY SHERIFF","Massac County"
IL,"MATTESON POLICE","Cook County"
IL,"MATTOON POLICE","Coles County"
IL,"MAYWOOD POLICE","Cook County"
IL,"MAZON POLICE","Grundy County"
IL,"MCCLURE POLICE","Alexander County"
IL,"MCCOOK POLICE","Cook County"
IL,"MCCULLOM LAKE POLICE","McHenry County"
IL,"MCDONOUGH COUNTY SHERIFF","McDonough County"
IL,"MCHENRY COUNTY COLLEGE POLICE","McHenry County"
IL,"MCHENRY COUNTY CONSERVATION DISTRICT POLICE","McHenry County"
IL,"MCHENRY COUNTY SHERIFF","McHenry County"
IL,"MCHENRY POLICE","McHenry County"
IL,"MCLEAN COUNTY SHERIFF","McLean County"
IL,"MCLEAN POLICE","McLean County"
IL,"MCLEANSBORO POLICE","Hamilton County"
IL,"MCNABB POLICE","Putnam County"
IL,"MELROSE PARK POLICE","Cook County"
IL,"MEMORIAL PARK DISTRICT POLICE","Cook County"
IL,"MENARD COUNTY SHERIFF","Menard County"
IL,"MENDON POLICE","Adams County"
IL,"MENDOTA POLICE","LaSalle County"
IL,"MERCER COUNTY SHERIFF","Mercer County"
IL,"MEREDOSIA POLICE","Morgan County"
IL,"MERRIONETTE PARK POLICE","Cook County"
IL,"METAMORA POLICE","Woodford County"
IL,"METRO WATER RECLAMATION DISTRICT POLICE","Cook County"
IL,"METROPOLIS POLICE","Massac County"
IL,"METROPOLITAN AIRPORT AUTHORITY","Rock Island"
IL,"MIDLOTHIAN POLICE","Cook County"
IL,"MILAN POLICE","Rock Island County"
IL,"MILFORD POLICE","Iroquois County"
IL,"MILLEDGEVILLE POLICE","Carroll County"
IL,"MILLSTADT POLICE","St. Clair County"
IL,"MINIER POLICE","Tazewell County"
IL,"MINONK POLICE","Woodford County"
IL,"MINOOKA POLICE","Grundy County"
IL,"MOKENA POLICE","Will County"
IL,"MOLINE METRO AIRPORT AUTHORITY POLICE","Rock Island County"
IL,"MOLINE POLICE","Rock Island County"
IL,"MOMENCE POLICE","Kankakee County"
IL,"MONEE POLICE","Will County"
IL,"MONMOUTH POLICE","Warren County"
IL,"MONROE COUNTY SHERIFF","Monroe County"
IL,"MONTGOMERY COUNTY SHERIFF","Montgomery County"
IL,"MONTGOMERY POLICE","Kendall County"
IL,"MONTICELLO POLICE","Piatt County"
IL,"MORAINE VALLEY COMMUNITY COLLEGE POLICE","Cook County"
IL,"MORGAN COUNTY SHERIFF","Morgan County"
IL,"MORRIS POLICE","Christian County"
IL,"MORRISON POLICE","Christian County"
IL,"MORRISONVILLE POLICE","Christian County"
IL,"MORTON COLLEGE POLICE","Cook County"
IL,"MORTON GROVE PARK DISTRICT POLICE","Cook County"
IL,"MORTON GROVE POLICE","Cook County"
IL,"MORTON POLICE","Cook County"
IL,"MOULTRIE COUNTY SHERIFF","Moultrie County"
IL,"MOUND CITY POLICE","Pulaski County"
IL,"MOUNDS POLICE DEPARTMENT","Pulaski County"
IL,"MOUNDS POLICE","Pulaski County"
IL,"MOUNT AUBURN POLICE","Christian County"
IL,"MOUNT CARMEL POLICE","Wabash County"
IL,"MOUNT CARROLL POLICE","Carroll County"
IL,"MOUNT MORRIS POLICE","Ogle County"
IL,"MOUNT OLIVE POLICE","Macoupin County"
IL,"MOUNT PROSPECT POLICE","Cook County"
IL,"MOUNT PULASKI POLICE","Logan County"
IL,"MOUNT STERLING POLICE","Brown County"
IL,"MOUNT VERNON POLICE","Jefferson County"
IL,"MOUNT ZION POLICE","Macon County"
IL,"MOWEAQUA POLICE","Shelby County"
IL,"MT. AUBURN POLICE","Christian County"
IL,"MULBERRY GROVE POLICE","Bond County"
IL,"MUNDELEIN POLICE","Lake County"
IL,"MURPHYSBORO POLICE","Jackson County"
IL,"MURRAYVILLE POLICE","Morgan County"
IL,"NAPERVILLE PARK DISTRICT POLICE","DuPage County"
IL,"NAPERVILLE POLICE","DuPage County"
IL,"NAPLATE POLICE","LaSalle County"
IL,"NASHVILLE POLICE","Washington County"
IL,"NAUVOO POLICE","Hancock County"
IL,"NEOGA POLICE","Cumberland County"
IL,"NEPONSET POLICE","Bureau County"
IL,"NEW ATHENS POLICE DEPARTMENT","St. Clair County"
IL,"NEW ATHENS POLICE","St. Clair County"
IL,"NEW BADEN POLICE","Clinton County"
IL,"NEW BERLIN POLICE","Sangamon County"
IL,"NEW BOSTON POLICE","Mercer County"
IL,"NEW HOLLAND POLICE","Logan County"
IL,"NEW LENOX POLICE","Will County"
IL,"NEW WINDSOR POLICE","Mercer County"
IL,"NEW WINDSOR","Mercer County"
IL,"NEWMAN POLICE","Douglas County"
IL,"NEWTON POLICE","Jasper County"
IL,"NILES POLICE","Cook County"
IL,"NILWOOD POLICE","Macoupin County"
IL,"NOKOMIS POLICE","Montgomery County"
IL,"NORFOLK SOUTHERN CORP POLICE","Macon County"
IL,"NORMAL POLICE","McLean County"
IL,"NORRIDGE POLICE","Cook County"
IL,"NORRIS CITY POLICE","White County"
IL,"NORTH AURORA POLICE","Kane County"
IL,"NORTH CHICAGO POLICE","Cook County"
IL,"NORTH PEKIN POLICE","Tazewell County"
IL,"NORTH RIVERSIDE POLICE","Cook County"
IL,"NORTH UTICA-UTICA POLICE","LaSalle County"
IL,"NORTHBROOK POLICE","Cook County"
IL,"NORTHEASTERN ILLINOIS UNIVERSITY POLICE","Cook County"
IL,"NORTHERN ILLINOIS UNIVERSITY POLICE","Cook County"
IL,"NORTHFIELD POLICE","Cook County"
IL,"NORTHLAKE POLICE","Cook County"
IL,"NORTHWESTERN UNIVERSITY POLICE","Cook County"
IL,"NORWOOD POLICE","Peoria County"
IL,"O'FALLON POLICE","St. Clair County"
IL,"OAK BROOK POLICE","DuPage County"
IL,"OAK FOREST HOSPITAL OF COOK COUNTY POLICE","Cook County"
IL,"OAK FOREST POLICE","Cook County"
IL,"OAK LAWN POLICE","Cook County"
IL,"OAK PARK POLICE","Cook County"
IL,"OAKBROOK TERRACE POLICE","DuPage County"
IL,"OAKLAND POLICE","Coles County"
IL,"OAKTON COMMUNITY COLLEGE POLICE","Cook County"
IL,"OAKWOOD HILLS POLICE","McHenry County"
IL,"OAKWOOD POLICE","Vermilion County"
IL,"OBLONG POLICE","Crawford County"
IL,"ODIN POLICE","Marion County"
IL,"OGDEN POLICE","Champaign County"
IL,"OGLE COUNTY SHERIFF","Ogle County"
IL,"OGLESBY POLICE","LaSalle County"
IL,"OKAWVILLE POLICE","Washington County"
IL,"OLD SHAWNEETOWN POLICE","Gallatin County"
IL,"OLMSTED POLICE","Pulaski County"
IL,"OLNEY POLICE","Richland County"
IL,"OLYMPIA FIELDS POLICE","Cook County"
IL,"ONARGA POLICE","Iroquois County"
IL,"Oquawka Police","Henderson County"
IL,"OQUAWKA POLICE","Henderson County"
IL,"ORANGEVILLE POLICE","Stephenson County"
IL,"OREGON POLICE","Ogle County"
IL,"ORIENT POLICE DEPARTMENT","Franklin County"
IL,"ORIENT POLICE","Franklin County"
IL,"ORION POLICE","Henry County"
IL,"ORLAND HILLS POLICE","Cook County"
IL,"ORLAND PARK POLICE","Cook County"
IL,"OSWEGO POLICE","Kendall County"
IL,"OTTAWA POLICE","LaSalle County"
IL,"PALATINE POLICE","Cook County"
IL,"PALESTINE POLICE","Crawford County"
IL,"PALMYRA POLICE","Macoupin County"
IL,"PALOS HEIGHTS POLICE","Cook County"
IL,"PALOS HILLS POLICE","Cook County"
IL,"PALOS PARK POLICE","Cook County"
IL,"PANA POLICE","Christian County"
IL,"PANAMA POLICE","Montgomery County"
IL,"PARIS POLICE","Edgar County"
IL,"PARK CITY POLICE","Lake County"
IL,"PARK FOREST POLICE","Cook County"
IL,"PARK RIDGE POLICE","Cook County"
IL,"PARKLAND COLLEGE POLICE","Champaign County"
IL,"PATOKA POLICE","Marion County"
IL,"PAWNEE POLICE","Sangamon County"
IL,"PAXTON POLICE","Ford County"
IL,"PAYSON POLICE","Adams County"
IL,"PEARL CITY POLICE","Stephenson County"
IL,"PECATONICA POLICE","Winnebago County"
IL,"PEKIN PARK DISTRICT POLICE","Tazewell County"
IL,"PEKIN POLICE","Tazewell County"
IL,"PEORIA COUNTY SHERIFF","Peoria County"
